"DATA","MEDIA","IC025","IC975"
2020-08-02,1.03093824425021,1.00380880256708,1.058424385553
2020-08-03,1.03074159264818,1.00370076225336,1.05813684947274
2020-08-04,1.03054718649546,1.00359411006208,1.05785244487475
2020-08-05,1.03035509595527,1.00348892698369,1.05757123059289
2020-08-06,1.03016533818594,1.00338524213731,1.05729321131682
2020-08-07,1.02997790212157,1.00328305689517,1.05701836303746
2020-08-08,1.02979276199903,1.00318235805597,1.05674664693199
2020-08-09,1.02960988467532,1.00308312497494,1.05647801687075
2020-08-10,1.02942923355152,1.00298533339086,1.05621242343913
